game_id,date,home_id,away_id,stint_count,first_elapsed,last_elapsed,covered_seconds,reconstructed_home_points,reconstructed_away_points,incomplete_stints,official_home_points,official_away_points,official_home_id,official_away_id,max_period,expected_seconds,max_player_seconds_error,mean_player_seconds_error,max_player_pm_error,extra_reconstructed_players,missing_reconstructed_players,season_year,score_error,missing_lineup_seconds,pass_teams,pass_score,pass_time,pass_lineups,pass_player_minutes,pass_player_pm,canonical_grade_a,failure_reasons
22500680,2026-01-29,1610612755,1610612758,32,0,2880,2881.3,113.0,107.0,0,113.0,111.0,1610612755,1610612758,4,2880,1.7000000000002728,0.8526315789474755,9.0,0,0,2025,4.0,-1.300000000000182,True,False,False,True,True,False,False,score|time|plus_minus
22500902,2026-03-05,1610612745,1610612744,39,0,3180,3184.2,113.0,111.0,0,113.0,115.0,1610612745,1610612744,5,3180,4.5,2.377777777777706,9.0,0,0,2025,4.0,-4.199999999999818,True,False,False,True,True,False,False,score|time|plus_minus
22500403,2025-12-22,1610612738,1610612754,34,0,2880,2912.2,105.0,97.0,0,103.0,95.0,1610612738,1610612754,4,2880,270.8000000000002,75.45217391304338,8.0,0,0,2025,4.0,-32.19999999999982,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500596,2026-01-17,1610612752,1610612756,37,0,2880,2914.9,101.0,104.0,0,99.0,106.0,1610612752,1610612756,4,2880,35.09999999999991,16.68571428571431,8.0,0,0,2025,4.0,-34.90000000000009,True,False,False,True,True,False,False,score|time|plus_minus
22500691,2026-01-30,1610612740,1610612763,32,0,2880,2922.0,116.0,108.0,0,114.0,106.0,1610612740,1610612763,4,2880,126.0,29.419999999999995,10.0,0,0,2025,4.0,-42.0,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500384,2025-12-19,1610612739,1610612741,29,0,2880,2927.2,127.0,138.0,0,125.0,136.0,1610612739,1610612741,4,2880,47.200000000000045,22.476190476190396,6.0,0,0,2025,4.0,-47.19999999999982,True,False,False,True,True,False,False,score|time|plus_minus
22500141,2025-10-30,1610612759,1610612748,30,0,2880,2930.3,108.0,104.0,0,107.0,101.0,1610612759,1610612748,4,2880,147.30000000000018,49.5000000000001,10.0,0,0,2025,4.0,-50.30000000000018,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500345,2025-12-05,1610612741,1610612754,37,0,2880,2954.0,107.0,122.0,0,105.0,120.0,1610612741,1610612754,4,2880,323.0,60.2608695652174,14.0,0,0,2025,4.0,-74.0,True,False,False,True,False,False,False,score|time|minutes|plus_minus
22500538,2026-01-09,1610612756,1610612752,37,0,2878,2878.0,110.0,106.0,0,112.0,107.0,1610612756,1610612752,4,2880,3.199999999999818,1.2800000000000182,15.0,0,0,2025,3.0,2.0,True,False,False,True,True,False,False,score|time|plus_minus
22500287,2025-11-24,1610612763,1610612743,26,0,2880,2880.0,115.0,122.0,0,115.0,125.0,1610612763,1610612743,4,2880,0.2999999999999545,0.05263157894739236,9.0,0,0,2025,3.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500558,2026-01-12,1610612739,1610612762,30,0,2880,2880.0,109.0,123.0,0,112.0,123.0,1610612739,1610612762,4,2880,2.2737367544323206e-13,2.3934071099287584e-14,9.0,0,0,2025,3.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500041,2025-11-14,1610612765,1610612755,28,0,2880,2880.0,111.0,105.0,0,114.0,105.0,1610612765,1610612755,4,2880,0.2999999999999545,0.05999999999999091,8.0,0,0,2025,3.0,0.0,True,False,True,True,True,False,False,score|plus_minus
22500637,2026-01-23,1610612751,1610612738,44,0,3480,3480.0,126.0,127.0,0,126.0,130.0,1610612751,1610612738,6,3480,1.099999999999909,0.21904761904760658,10.0,0,0,2025,3.0,0.0,True,False,True,True,True,False,False,score|plus_minus
